Date,Medicine_ID,Medicine_Name,Category,Quantity_Sold,Price,Total_Amount,Day_of_Week,Is_Weekend,Month,Season,Year,Week_of_Year
2022-01-02,10874,Vepan 500mg Tablet,Antibiotic,14,97.63,1366.82,Sunday,True,1,Winter,2022,52
2022-01-02,5674,Misty Fresh Eye Drop,Ophthalmic,12,296.7,3560.4,Sunday,True,1,Winter,2022,52
2022-01-02,3603,Halonext 0.05% Lotion,Dermatological,4,20.79,83.16,Sunday,True,1,Winter,2022,52
2022-01-02,772,Apxenta 30mg Tablet,Dermatological,18,126.71,2280.78,Sunday,True,1,Winter,2022,52
2022-01-02,3191,Gutwin 400 Tablet,Gastrointestinal,26,303.74,7897.24,Sunday,True,1,Winter,2022,52
2022-01-02,9583,Steno Cream,Antibiotic,22,467.74,10290.28,Sunday,True,1,Winter,2022,52
2022-01-02,10990,V D3 Sachet,Supplement,26,435.57,11324.82,Sunday,True,1,Winter,2022,52
2022-01-02,7023,Ozomet-G1 Tablet PR,Antidiabetic,15,44.77,671.55,Sunday,True,1,Winter,2022,52
2022-01-02,5859,Modlip 20 Tablet,Cardiovascular,15,66.43,996.45,Sunday,True,1,Winter,2022,52
2022-01-02,3730,Irivisc DS Eye Drop,Ophthalmic,8,357.44,2859.52,Sunday,True,1,Winter,2022,52
2022-01-02,663,Aquaray Plus  Eye Drop,Ophthalmic,11,453.22,4985.42,Sunday,True,1,Winter,2022,52
2022-01-02,9782,Tolifast 150 Tablet,Other,26,403.93,10502.18,Sunday,True,1,Winter,2022,52
2022-01-02,5740,Misty Gel,Ophthalmic,5,249.16,1245.8,Sunday,True,1,Winter,2022,52
2022-01-02,8703,Ramihart-H 5 Tablet,Cardiovascular,17,249.07,4234.19,Sunday,True,1,Winter,2022,52
2022-01-02,11291,Wincit M 5mg/10mg Tablet,Antipyretic,28,77.91,2181.48,Sunday,True,1,Winter,2022,52
2022-01-02,9456,Spirodin-M Tablet SR,Respiratory,31,242.98,7532.38,Sunday,True,1,Winter,2022,52
2022-01-02,9483,S-Amcard 5 Tablet,Analgesic,13,421.02,5473.26,Sunday,True,1,Winter,2022,52
2022-01-02,1186,Benalgis Tablet,Supplement,4,258.53,1034.12,Sunday,True,1,Winter,2022,52
2022-01-02,4054,Kenacort 10mg Injection,Anti-inflammatory,7,53.67,375.69,Sunday,True,1,Winter,2022,52
2022-01-02,4968,Levotiz Tablet,Antihistamine,15,487.67,7315.05,Sunday,True,1,Winter,2022,52
2022-01-02,781,Aristogyl-F Oral Suspension,Gastrointestinal,15,119.81,1797.15,Sunday,True,1,Winter,2022,52
2022-01-02,337,Atonide Cream,Dermatological,13,16.68,216.84,Sunday,True,1,Winter,2022,52
2022-01-02,9877,Tricort Tablet,Anti-inflammatory,20,20.35,407.0,Sunday,True,1,Winter,2022,52
2022-01-02,9763,Telekast-L Kid Syrup,Antipyretic,6,389.11,2334.66,Sunday,True,1,Winter,2022,52
2022-01-02,8191,Rexidin-M Forte Gel,Gastrointestinal,6,366.57,2199.42,Sunday,True,1,Winter,2022,52
2022-01-02,6172,Neo-Mercazole 5 Tablet,Other,4,100.11,400.44,Sunday,True,1,Winter,2022,52
2022-01-02,11000,Voglinorm-GM2 Tablet SR,Antidiabetic,18,59.77,1075.86,Sunday,True,1,Winter,2022,52
2022-01-02,3568,Hylumax Eye Drop,Ophthalmic,14,211.61,2962.54,Sunday,True,1,Winter,2022,52
2022-01-02,5203,Montecip LC Tablet,Antipyretic,16,423.81,6780.96,Sunday,True,1,Winter,2022,52
2022-01-02,8322,Respicure-D Syrup,Respiratory,21,428.88,9006.48,Sunday,True,1,Winter,2022,52
2022-01-02,3440,Hyalgan Injection,Anti-inflammatory,5,121.69,608.45,Sunday,True,1,Winter,2022,52
2022-01-02,2935,Geminor M2 Forte Tablet PR,Antidiabetic,8,13.25,106.0,Sunday,True,1,Winter,2022,52
2022-01-02,8159,Qron 20mg/ml Injection,Supplement,17,59.34,1008.78,Sunday,True,1,Winter,2022,52
2022-01-02,10972,Vitaresp FX Suspension,Antipyretic,19,50.63,961.97,Sunday,True,1,Winter,2022,52
2022-01-02,242,Acular LS Ophthalmic Solution,Analgesic,11,291.97,3211.67,Sunday,True,1,Winter,2022,52
2022-01-02,6389,Nortipan 50mg/10mg Tablet,Analgesic,11,138.84,1527.24,Sunday,True,1,Winter,2022,52
2022-01-02,5113,Montina-L Tablet,Antipyretic,23,274.17,6305.91,Sunday,True,1,Winter,2022,52
2022-01-02,5277,Mefkind Forte Suspension,Analgesic,9,452.56,4073.04,Sunday,True,1,Winter,2022,52
2022-01-02,9944,Torglip M 50/1000 Tablet,Antidiabetic,12,146.86,1762.32,Sunday,True,1,Winter,2022,52
2022-01-02,8600,Rhinase Nasal Drops,Respiratory,28,90.58,2536.24,Sunday,True,1,Winter,2022,52
2022-01-02,1942,Elidel Cream,Dermatological,11,274.28,3017.08,Sunday,True,1,Winter,2022,52
2022-01-02,7602,Pixelub Multi Eye Drop,Ophthalmic,17,109.83,1867.11,Sunday,True,1,Winter,2022,52
2022-01-02,2618,Fexofen 180mg Tablet,Antihistamine,21,7.49,157.29,Sunday,True,1,Winter,2022,52
2022-01-03,4311,Levozet M Tablet,Antipyretic,27,120.59,3255.93,Monday,False,1,Winter,2022,1
2022-01-03,421,Alfakit Tablet,Other,17,200.16,3402.72,Monday,False,1,Winter,2022,1
2022-01-03,5918,Momoz S Ointment,Dermatological,11,19.21,211.31,Monday,False,1,Winter,2022,1
2022-01-03,9841,Tacroz Forte XL Ointment,Dermatological,27,184.71,4987.17,Monday,False,1,Winter,2022,1
2022-01-03,1536,Dresin Mouthwash &amp; Gargle,Anti-inflammatory,27,365.57,9870.39,Monday,False,1,Winter,2022,1
2022-01-03,3449,HHlevo-M Tablet,Antipyretic,15,138.76,2081.4,Monday,False,1,Winter,2022,1
2022-01-03,5592,Mactor 10 Tablet,Cardiovascular,7,261.77,1832.39,Monday,False,1,Winter,2022,1
2022-01-03,5032,Laxiwal Solution,Gastrointestinal,30,462.32,13869.6,Monday,False,1,Winter,2022,1
2022-01-03,5377,Moza 5 Tablet,Respiratory,53,13.28,703.84,Monday,False,1,Winter,2022,1
2022-01-03,5618,Metocard XL 12.5 Tablet,Analgesic,24,297.42,7138.08,Monday,False,1,Winter,2022,1
2022-01-03,2234,Etorvel 90 Tablet,Analgesic,42,386.69,16240.98,Monday,False,1,Winter,2022,1
2022-01-03,3351,Hepamerz Tablet,Gastrointestinal,9,140.89,1268.01,Monday,False,1,Winter,2022,1
2022-01-03,2943,GPM-SR 2 Tablet,Antidiabetic,18,271.12,4880.16,Monday,False,1,Winter,2022,1
2022-01-03,1939,Enam 5 Tablet,Cardiovascular,9,90.93,818.37,Monday,False,1,Winter,2022,1
2022-01-03,1158,Betnesol Tablet,Antihistamine,21,308.03,6468.63,Monday,False,1,Winter,2022,1
2022-01-03,5785,Methypreg Tablet,Analgesic,20,491.59,9831.8,Monday,False,1,Winter,2022,1
2022-01-03,4273,Lactihep Syrup,Gastrointestinal,1,103.73,103.73,Monday,False,1,Winter,2022,1
2022-01-03,5113,Montina-L Tablet,Antipyretic,3,274.17,822.51,Monday,False,1,Winter,2022,1
2022-01-03,10858,Vitcofol-C Combipack Injection,Supplement,23,53.72,1235.56,Monday,False,1,Winter,2022,1
2022-01-03,9423,Sulpitac 300 Tablet,Other,15,276.29,4144.35,Monday,False,1,Winter,2022,1
2022-01-03,6700,Neurofit 12 Tablet,Other,16,203.23,3251.68,Monday,False,1,Winter,2022,1
2022-01-03,5132,Methycobal Tablet,Supplement,16,44.38,710.08,Monday,False,1,Winter,2022,1
2022-01-03,11406,Xrate Cough Expectorant Sugar Free,Respiratory,31,191.96,5950.76,Monday,False,1,Winter,2022,1
2022-01-03,4823,Lubry-GM Tablet,Anti-inflammatory,13,161.78,2103.14,Monday,False,1,Winter,2022,1
2022-01-03,4665,Laxoclear Tablet,Gastrointestinal,15,269.6,4044.0,Monday,False,1,Winter,2022,1
2022-01-03,10697,Udapa 10 Tablet,Antidiabetic,29,415.74,12056.46,Monday,False,1,Winter,2022,1
2022-01-03,8542,Rinosolvin 10/5 Tablet,Antipyretic,45,265.04,11926.8,Monday,False,1,Winter,2022,1
2022-01-03,391,Aquasurge  Max Eye Drop,Ophthalmic,28,466.22,13054.16,Monday,False,1,Winter,2022,1
2022-01-03,8213,Rifaxigyl-M Tablet,Gastrointestinal,23,107.82,2479.86,Monday,False,1,Winter,2022,1
2022-01-03,6789,Optive Eye Drop,Ophthalmic,10,376.44,3764.4,Monday,False,1,Winter,2022,1
2022-01-03,7581,Pentasa 500mg Tablet PR,Gastrointestinal,18,210.52,3789.36,Monday,False,1,Winter,2022,1
2022-01-03,3368,Histafree Suspension Raspberry &amp; Vanilla,Antihistamine,34,329.06,11188.04,Monday,False,1,Winter,2022,1
2022-01-03,6403,Niogenta-F Cream,Antibiotic,25,467.14,11678.5,Monday,False,1,Winter,2022,1
2022-01-03,10678,Tcris Cream,Antibiotic,33,468.98,15476.34,Monday,False,1,Winter,2022,1
2022-01-03,6732,Nebipil SA Tablet,Cardiovascular,31,461.6,14309.6,Monday,False,1,Winter,2022,1
2022-01-03,11691,Zynesp 40 Injection,Other,2,338.07,676.14,Monday,False,1,Winter,2022,1
2022-01-04,6812,Osil Capsule,Other,10,492.31,4923.1,Tuesday,False,1,Winter,2022,1
2022-01-04,6143,Nuforce-Gm Cream,Antibiotic,28,108.06,3025.68,Tuesday,False,1,Winter,2022,1
2022-01-04,2230,Evict Fibre Granules,Gastrointestinal,35,281.19,9841.65,Tuesday,False,1,Winter,2022,1
2022-01-04,1521,Defcort 18 Tablet,Anti-inflammatory,29,344.3,9984.7,Tuesday,False,1,Winter,2022,1
2022-01-04,9506,Sufrate Ssd Cream,Other,30,364.52,10935.6,Tuesday,False,1,Winter,2022,1
2022-01-04,5516,Mfsudif Cream,Dermatological,19,206.48,3923.12,Tuesday,False,1,Winter,2022,1
2022-01-04,1467,Diprobate RD Cream,Antihistamine,14,68.96,965.44,Tuesday,False,1,Winter,2022,1
2022-01-04,4670,Lotesurge Ophthalmic Suspension,Ophthalmic,18,44.01,792.18,Tuesday,False,1,Winter,2022,1
2022-01-04,3907,Itracat 200 Capsule,Antibiotic,14,474.45,6642.3,Tuesday,False,1,Winter,2022,1
2022-01-04,9342,Salbetol 2 Tablet,Respiratory,48,421.67,20240.16,Tuesday,False,1,Winter,2022,1
2022-01-04,120,A-Ret 0.1% Gel,Other,19,115.84,2200.96,Tuesday,False,1,Winter,2022,1
2022-01-04,4924,Lycomerve Capsule,Supplement,25,178.16,4454.0,Tuesday,False,1,Winter,2022,1
2022-01-04,7504,Pacimol MF Tablet,Analgesic,3,251.15,753.45,Tuesday,False,1,Winter,2022,1
2022-01-04,10868,Victoza Solution for Injection,Antidiabetic,20,245.17,4903.4,Tuesday,False,1,Winter,2022,1
2022-01-04,8191,Rexidin-M Forte Gel,Gastrointestinal,4,366.57,1466.28,Tuesday,False,1,Winter,2022,1
2022-01-04,1400,Bariderm-S Ointment,Dermatological,18,269.71,4854.78,Tuesday,False,1,Winter,2022,1
2022-01-04,5592,Mactor 10 Tablet,Cardiovascular,32,261.77,8376.64,Tuesday,False,1,Winter,2022,1
2022-01-04,4287,Laveta M  Tablet,Antipyretic,44,197.54,8691.76,Tuesday,False,1,Winter,2022,1
2022-01-04,9161,SR Pevesca Plus 75 Tablet,Analgesic,36,70.97,2554.92,Tuesday,False,1,Winter,2022,1
2022-01-04,4692,Lukotrap Tablet,Antipyretic,43,376.35,16183.05,Tuesday,False,1,Winter,2022,1
2022-01-04,6389,Nortipan 50mg/10mg Tablet,Analgesic,40,138.84,5553.6,Tuesday,False,1,Winter,2022,1
2022-01-04,5451,Minoz ER 65 Tablet,Antibiotic,3,362.24,1086.72,Tuesday,False,1,Winter,2022,1
2022-01-04,5132,Methycobal Tablet,Supplement,19,44.38,843.22,Tuesday,False,1,Winter,2022,1
2022-01-05,8214,Rapitus Syrup Sugar Free,Respiratory,17,444.47,7555.99,Wednesday,False,1,Winter,2022,1
2022-01-05,814,Aminogen Eye Drop,Antibiotic,37,281.14,10402.18,Wednesday,False,1,Winter,2022,1
2022-01-05,5115,Monticope Tablet,Antipyretic,28,68.69,1923.32,Wednesday,False,1,Winter,2022,1
2022-01-05,6115,Montark-L Tablet,Antipyretic,12,465.36,5584.32,Wednesday,False,1,Winter,2022,1
2022-01-05,5032,Laxiwal Solution,Gastrointestinal,30,462.32,13869.6,Wednesday,False,1,Winter,2022,1
2022-01-05,4609,L Montus Kid Tablet,Antipyretic,26,330.65,8596.9,Wednesday,False,1,Winter,2022,1
2022-01-05,5133,Moxclav 625 Tablet,Antibiotic,37,24.03,889.11,Wednesday,False,1,Winter,2022,1
2022-01-05,324,Asthakind-DX Syrup Sugar Free,Respiratory,65,300.61,19539.65,Wednesday,False,1,Winter,2022,1
2022-01-05,3299,Gluconorm G2 D Tablet SR,Antidiabetic,23,57.37,1319.51,Wednesday,False,1,Winter,2022,1
2022-01-05,9763,Telekast-L Kid Syrup,Antipyretic,17,389.11,6614.87,Wednesday,False,1,Winter,2022,1
2022-01-05,8060,Pseudo-Tears Eye Drop,Ophthalmic,22,101.7,2237.4,Wednesday,False,1,Winter,2022,1
2022-01-05,4654,Lotensyl 10 Tablet,Cardiovascular,19,352.09,6689.71,Wednesday,False,1,Winter,2022,1
2022-01-05,1333,Bro-Zedex LS Drops,Analgesic,5,209.66,1048.3,Wednesday,False,1,Winter,2022,1
2022-01-05,2043,Etody 60 Tablet,Analgesic,10,291.63,2916.3,Wednesday,False,1,Winter,2022,1
2022-01-05,6946,OF 200 Tablet,Antibiotic,25,445.0,11125.0,Wednesday,False,1,Winter,2022,1
2022-01-05,2377,Endoformin VG  2mg/500mg/0.2mg Tablet ER,Antidiabetic,20,381.55,7631.0,Wednesday,False,1,Winter,2022,1
2022-01-05,11561,Zukanorm 50 Tablet,Antidiabetic,18,204.24,3676.32,Wednesday,False,1,Winter,2022,1
2022-01-05,5194,Metrogyl ER Tablet,Antibiotic,26,463.9,12061.4,Wednesday,False,1,Winter,2022,1
2022-01-05,337,Atonide Cream,Dermatological,17,16.68,283.56,Wednesday,False,1,Winter,2022,1
2022-01-05,887,Azulix 3 Tablet,Antidiabetic,17,331.83,5641.11,Wednesday,False,1,Winter,2022,1
2022-01-05,11207,Vito Gold D3 Oral Solution,Supplement,21,155.14,3257.94,Wednesday,False,1,Winter,2022,1
2022-01-05,6607,Nervit 500mcg Tablet,Supplement,5,32.01,160.05,Wednesday,False,1,Winter,2022,1
2022-01-05,2635,Flosoft Eye Drop,Ophthalmic,26,79.86,2076.36,Wednesday,False,1,Winter,2022,1
2022-01-05,9378,Soha Liquigel,Ophthalmic,17,211.25,3591.25,Wednesday,False,1,Winter,2022,1
2022-01-05,237,Aquim PF Eye Drop,Ophthalmic,5,347.9,1739.5,Wednesday,False,1,Winter,2022,1
2022-01-05,3366,Hicope 25 Tablet,Dermatological,19,226.76,4308.44,Wednesday,False,1,Winter,2022,1
2022-01-05,2048,Eva Q Plus  Oral Emulsion Strawberry Mint Sugar Free,Gastrointestinal,14,440.54,6167.56,Wednesday,False,1,Winter,2022,1
2022-01-05,7156,Olimelt 20 Tablet,Other,24,13.17,316.08,Wednesday,False,1,Winter,2022,1
2022-01-05,2506,Fiasp 100IU/ml Solution for Injection,Antidiabetic,15,374.57,5618.55,Wednesday,False,1,Winter,2022,1
2022-01-06,11444,Zedott 100mg Capsule,Gastrointestinal,35,263.4,9219.0,Thursday,False,1,Winter,2022,1
2022-01-06,1241,Betasalic Ointment,Dermatological,16,91.57,1465.12,Thursday,False,1,Winter,2022,1
2022-01-06,7747,Peg -SR 75 Tablet,Analgesic,26,436.06,11337.56,Thursday,False,1,Winter,2022,1
2022-01-06,3450,Halovate Ointment,Dermatological,1,242.36,242.36,Thursday,False,1,Winter,2022,1
2022-01-06,3094,Glimestar-M4 Forte Tablet PR,Antidiabetic,17,294.01,4998.17,Thursday,False,1,Winter,2022,1
2022-01-06,3351,Hepamerz Tablet,Gastrointestinal,28,140.89,3944.92,Thursday,False,1,Winter,2022,1
2022-01-06,6365,Noblok-AF Drops,Respiratory,16,107.01,1712.16,Thursday,False,1,Winter,2022,1
2022-01-06,3368,Histafree Suspension Raspberry &amp; Vanilla,Antihistamine,31,329.06,10200.86,Thursday,False,1,Winter,2022,1
2022-01-06,3337,GM SR1 Forte Tablet,Antidiabetic,27,100.95,2725.65,Thursday,False,1,Winter,2022,1
2022-01-06,9176,Sizodon 2 Tablet,Other,11,315.74,3473.14,Thursday,False,1,Winter,2022,1
2022-01-06,2064,Eurepa MF 1 Tablet,Antidiabetic,13,467.26,6074.38,Thursday,False,1,Winter,2022,1
2022-01-06,11783,Zoryl-MF 2 Tablet PR,Antidiabetic,7,254.46,1781.22,Thursday,False,1,Winter,2022,1
2022-01-06,8334,Rosuvas F 5 Tablet,Cardiovascular,17,427.32,7264.44,Thursday,False,1,Winter,2022,1
2022-01-06,7014,Orex Cream,Gastrointestinal,22,237.68,5228.96,Thursday,False,1,Winter,2022,1
2022-01-06,6000,Mataret Cream,Dermatological,9,248.28,2234.52,Thursday,False,1,Winter,2022,1
2022-01-06,10678,Tcris Cream,Antibiotic,14,468.98,6565.72,Thursday,False,1,Winter,2022,1
2022-01-06,2139,Emefilm Orally Disintegrating Strip,Other,12,494.81,5937.72,Thursday,False,1,Winter,2022,1
2022-01-06,871,Amrobrut Cream,Antibiotic,13,301.17,3915.21,Thursday,False,1,Winter,2022,1
2022-01-06,2083,Embeta-R 5 Tablet ER,Cardiovascular,22,75.76,1666.72,Thursday,False,1,Winter,2022,1
2022-01-06,3565,Hylowell Eye Drop,Ophthalmic,16,347.74,5563.84,Thursday,False,1,Winter,2022,1
2022-01-06,3958,Jardiance 10mg Tablet,Antidiabetic,31,42.58,1319.98,Thursday,False,1,Winter,2022,1
2022-01-06,4971,Levotiz-M Tablet,Antipyretic,8,492.39,3939.12,Thursday,False,1,Winter,2022,1
2022-01-06,2799,Gabamax NT Tablet,Analgesic,36,29.71,1069.56,Thursday,False,1,Winter,2022,1
2022-01-06,5133,Moxclav 625 Tablet,Antibiotic,26,24.03,624.78,Thursday,False,1,Winter,2022,1
2022-01-06,4085,Kera XL M Solution,Other,21,241.24,5066.04,Thursday,False,1,Winter,2022,1
2022-01-06,6946,OF 200 Tablet,Antibiotic,23,445.0,10235.0,Thursday,False,1,Winter,2022,1
2022-01-06,3848,Intrazole 200 Capsule,Antibiotic,25,49.48,1237.0,Thursday,False,1,Winter,2022,1
2022-01-06,11345,Xyzal 10mg Tablet,Antihistamine,14,208.88,2924.32,Thursday,False,1,Winter,2022,1
2022-01-06,9342,Salbetol 2 Tablet,Respiratory,49,421.67,20661.83,Thursday,False,1,Winter,2022,1
2022-01-06,6906,Oxcarb 300 Tablet,Other,13,307.27,3994.51,Thursday,False,1,Winter,2022,1
2022-01-06,5211,Monticope-A Tablet SR,Respiratory,37,52.72,1950.64,Thursday,False,1,Winter,2022,1
2022-01-06,11250,Wat-R Eye Drop,Ophthalmic,24,240.59,5774.16,Thursday,False,1,Winter,2022,1
2022-01-06,5015,Lacsyp  Syrup,Gastrointestinal,14,295.28,4133.92,Thursday,False,1,Winter,2022,1
2022-01-06,8588,Rotasiil Oral Vaccine,Gastrointestinal,31,252.32,7821.92,Thursday,False,1,Winter,2022,1
2022-01-06,6076,Methosis 5mg Tablet,Dermatological,2,228.69,457.38,Thursday,False,1,Winter,2022,1
2022-01-06,8728,Rosukem 20 Tablet,Cardiovascular,23,313.96,7221.08,Thursday,False,1,Winter,2022,1
2022-01-07,7504,Pacimol MF Tablet,Analgesic,39,251.15,9794.85,Friday,False,1,Winter,2022,1
2022-01-07,946,Arorab LS Capsule,Respiratory,49,177.99,8721.51,Friday,False,1,Winter,2022,1
2022-01-07,11595,Zithium 500 Tablet,Antibiotic,17,66.81,1135.77,Friday,False,1,Winter,2022,1
2022-01-07,5377,Moza 5 Tablet,Respiratory,25,13.28,332.0,Friday,False,1,Winter,2022,1
2022-01-07,1143,Actiflox T 4 Tablet,Analgesic,19,497.4,9450.6,Friday,False,1,Winter,2022,1
2022-01-07,6122,Norflox-TZ RF Tablet,Gastrointestinal,28,349.84,9795.52,Friday,False,1,Winter,2022,1
2022-01-07,1288,Beltas Tablet,Antihistamine,27,465.26,12562.02,Friday,False,1,Winter,2022,1
2022-01-07,772,Apxenta 30mg Tablet,Dermatological,17,126.71,2154.07,Friday,False,1,Winter,2022,1
2022-01-07,242,Acular LS Ophthalmic Solution,Analgesic,24,291.97,7007.28,Friday,False,1,Winter,2022,1
2022-01-07,4344,Levocetrizen 5mg Tablet,Antihistamine,13,348.91,4535.83,Friday,False,1,Winter,2022,1
2022-01-07,6365,Noblok-AF Drops,Respiratory,59,107.01,6313.59,Friday,False,1,Winter,2022,1
2022-01-07,526,Axcer  60mg Tablet,Cardiovascular,38,415.1,15773.8,Friday,False,1,Winter,2022,1
2022-01-07,3191,Gutwin 400 Tablet,Gastrointestinal,27,303.74,8200.98,Friday,False,1,Winter,2022,1
2022-01-07,3409,Huminsulin R 40IU/ml Injection,Antidiabetic,20,421.5,8430.0,Friday,False,1,Winter,2022,1
2022-01-07,657,Auradex 4mg Tablet,Anti-inflammatory,21,439.19,9222.99,Friday,False,1,Winter,2022,1
2022-01-07,8739,Rapidon OD Eye Drop,Antihistamine,8,114.83,918.64,Friday,False,1,Winter,2022,1
2022-01-07,7215,Olmat MT 50 Tablet ER,Cardiovascular,1,17.41,17.41,Friday,False,1,Winter,2022,1
2022-01-07,6755,Nuplene-C Gel,Other,14,65.11,911.54,Friday,False,1,Winter,2022,1
2022-01-07,3440,Hyalgan Injection,Anti-inflammatory,12,121.69,1460.28,Friday,False,1,Winter,2022,1
2022-01-07,8561,Rabcita DSR Capsule,Respiratory,41,35.21,1443.61,Friday,False,1,Winter,2022,1
2022-01-07,11387,X-Mont LC Tablet,Antipyretic,25,469.23,11730.75,Friday,False,1,Winter,2022,1
